temperature_k,pressure_kpa,smiles1,x_alpha_1,x_beta_1,smiles2,x_alpha_2,x_beta_2,doi,source_url,source_dataset,source_point,source_excel_row
293.0,101.0,C1=CC=C(C=C1)I,0.998,0.6619999999999999,CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0020000000000000018,0.3380000000000001,10.1021/je801005y,https://trc.nist.gov/ThermoML/10.1021/je801005y.json,"[10, 11]","[0, 0]",3525
313.2,101.0,C1=CC=C(C=C1)I,0.999,0.639,CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0010000000000000009,0.361,10.1021/je801005y,https://trc.nist.gov/ThermoML/10.1021/je801005y.json,"[10, 11]","[1, 1]",3526
332.3,101.0,C1=CC=C(C=C1)I,1.0,0.613,CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0,0.387,10.1021/je801005y,https://trc.nist.gov/ThermoML/10.1021/je801005y.json,"[10, 11]","[2, 2]",3527
353.1,101.0,C1=CC=C(C=C1)I,0.998,0.585,CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0020000000000000018,0.41500000000000004,10.1021/je801005y,https://trc.nist.gov/ThermoML/10.1021/je801005y.json,"[10, 11]","[3, 3]",3528
372.9,101.0,C1=CC=C(C=C1)I,0.999,0.5569999999999999,CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0010000000000000009,0.44300000000000006,10.1021/je801005y,https://trc.nist.gov/ThermoML/10.1021/je801005y.json,"[10, 11]","[4, 4]",3529
313.15,101.0,COC,0.8453,0.1606,O,0.15469999999999995,0.8394,10.1021/je0603574,https://trc.nist.gov/ThermoML/10.1021/je0603574.json,"[13, 14]","[0, 0]",3530
293.15,101.0,CNC=O,0.9993,0.0009,CCCCCCCCCCCCCCCC,0.0007000000000000339,0.9991,10.1021/je8006265,https://trc.nist.gov/ThermoML/10.1021/je8006265.json,"[7, 8]","[0, 0]",3531
298.15,101.0,CNC=O,0.999,0.0011,CCCCCCCCCCCCCCCC,0.0010000000000000009,0.9989,10.1021/je8006265,https://trc.nist.gov/ThermoML/10.1021/je8006265.json,"[7, 8]","[1, 1]",3532
303.15,101.0,CNC=O,0.9984,0.0021,CCCCCCCCCCCCCCCC,0.0016000000000000458,0.9979,10.1021/je8006265,https://trc.nist.gov/ThermoML/10.1021/je8006265.json,"[7, 8]","[2, 2]",3533
308.15,101.0,CNC=O,0.9985,0.0026,CCCCCCCCCCCCCCCC,0.0014999999999999458,0.9974,10.1021/je8006265,https://trc.nist.gov/ThermoML/10.1021/je8006265.json,"[7, 8]","[3, 3]",3534
313.15,101.0,CNC=O,0.9988,0.0027,CCCCCCCCCCCCCCCC,0.0011999999999999789,0.9973,10.1021/je8006265,https://trc.nist.gov/ThermoML/10.1021/je8006265.json,"[7, 8]","[4, 4]",3535
318.15,101.0,CNC=O,0.9987,0.0029,CCCCCCCCCCCCCCCC,0.0012999999999999678,0.9971,10.1021/je8006265,https://trc.nist.gov/ThermoML/10.1021/je8006265.json,"[7, 8]","[5, 5]",3536
298.15,101.3,CCOC(=O)C,0.01629999999999998,0.8267,O,0.9837,0.1733,10.1021/je050051h,https://trc.nist.gov/ThermoML/10.1021/je050051h.json,"[0, 1]","[0, 0]",3537
303.15,101.3,CCOC(=O)C,0.01549999999999996,0.8115,O,0.9845,0.1885,10.1021/je050051h,https://trc.nist.gov/ThermoML/10.1021/je050051h.json,"[0, 1]","[1, 1]",3538
308.15,101.3,CCOC(=O)C,0.01490000000000002,0.8003,O,0.9851,0.1997,10.1021/je050051h,https://trc.nist.gov/ThermoML/10.1021/je050051h.json,"[0, 1]","[2, 2]",3539
313.15,101.3,CCOC(=O)C,0.01439999999999997,0.7888999999999999,O,0.9856,0.21110000000000007,10.1021/je050051h,https://trc.nist.gov/ThermoML/10.1021/je050051h.json,"[0, 1]","[3, 3]",3540
318.15,101.3,CCOC(=O)C,0.01400000000000001,0.7821,O,0.986,0.21789999999999998,10.1021/je050051h,https://trc.nist.gov/ThermoML/10.1021/je050051h.json,"[0, 1]","[4, 4]",3541
323.15,101.3,CCOC(=O)C,0.01370000000000005,0.7741,O,0.9863,0.2259,10.1021/je050051h,https://trc.nist.gov/ThermoML/10.1021/je050051h.json,"[0, 1]","[5, 5]",3542
328.15,101.3,CCOC(=O)C,0.01339999999999997,0.7666999999999999,O,0.9866,0.23330000000000006,10.1021/je050051h,https://trc.nist.gov/ThermoML/10.1021/je050051h.json,"[0, 1]","[6, 6]",3543
333.15,101.3,CCOC(=O)C,0.01329999999999998,0.7585999999999999,O,0.9867,0.24140000000000006,10.1021/je050051h,https://trc.nist.gov/ThermoML/10.1021/je050051h.json,"[0, 1]","[7, 7]",3544
298.15,101.3,CCCCOC(=O)C,0.001000000000000001,0.9356,O,0.999,0.06440000000000001,10.1021/je050051h,https://trc.nist.gov/ThermoML/10.1021/je050051h.json,"[2, 3]","[0, 0]",3545
303.15,101.3,CCCCOC(=O)C,0.001000000000000001,0.9319999999999999,O,0.999,0.06800000000000006,10.1021/je050051h,https://trc.nist.gov/ThermoML/10.1021/je050051h.json,"[2, 3]","[1, 1]",3546
308.15,101.3,CCCCOC(=O)C,0.001000000000000001,0.9271,O,0.999,0.07289999999999996,10.1021/je050051h,https://trc.nist.gov/ThermoML/10.1021/je050051h.json,"[2, 3]","[2, 2]",3547
313.15,101.3,CCCCOC(=O)C,0.0009000000000000119,0.9216,O,0.9991,0.07840000000000003,10.1021/je050051h,https://trc.nist.gov/ThermoML/10.1021/je050051h.json,"[2, 3]","[3, 3]",3548
318.15,101.3,CCCCOC(=O)C,0.0009000000000000119,0.9152,O,0.9991,0.08479999999999999,10.1021/je050051h,https://trc.nist.gov/ThermoML/10.1021/je050051h.json,"[2, 3]","[4, 4]",3549
323.15,101.3,CCCCOC(=O)C,0.0009000000000000119,0.9073,O,0.9991,0.0927,10.1021/je050051h,https://trc.nist.gov/ThermoML/10.1021/je050051h.json,"[2, 3]","[5, 5]",3550
328.15,101.3,CCCCOC(=O)C,0.0009000000000000119,0.8996,O,0.9991,0.10040000000000004,10.1021/je050051h,https://trc.nist.gov/ThermoML/10.1021/je050051h.json,"[2, 3]","[6, 6]",3551
333.15,101.3,CCCCOC(=O)C,0.0009000000000000119,0.8927,O,0.9991,0.10729999999999995,10.1021/je050051h,https://trc.nist.gov/ThermoML/10.1021/je050051h.json,"[2, 3]","[7, 7]",3552
298.15,100.0,CCOC(=O)OC,0.004000000000000004,0.909,O,0.996,0.09099999999999997,10.1021/acs.jced.6b01031,https://trc.nist.gov/ThermoML/10.1021/acs.jced.6b01031.json,"[3, 4]","[0, 0]",3553
283.2,101.3,O,0.196,0.9997,CCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.804,0.00029999999999996696,10.1021/acs.jced.5b00301,https://trc.nist.gov/ThermoML/10.1021/acs.jced.5b00301.json,"[6, 7]","[0, 0]",3554
303.2,101.3,O,0.27,0.9997,CCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.73,0.00029999999999996696,10.1021/acs.jced.5b00301,https://trc.nist.gov/ThermoML/10.1021/acs.jced.5b00301.json,"[6, 7]","[1, 1]",3555
323.2,101.3,O,0.35,0.9996,CCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.65,0.00039999999999995595,10.1021/acs.jced.5b00301,https://trc.nist.gov/ThermoML/10.1021/acs.jced.5b00301.json,"[6, 7]","[2, 2]",3556
333.15,101.3,CCCC(=O)C,0.8122,0.0081,O,0.18779999999999997,0.9919,10.1021/acs.jced.9b00633,https://trc.nist.gov/ThermoML/10.1021/acs.jced.9b00633.json,"[3, 4]","[0, 0]",3557
343.15,101.3,CCCC(=O)C,0.8089,0.008,O,0.19110000000000005,0.992,10.1021/acs.jced.9b00633,https://trc.nist.gov/ThermoML/10.1021/acs.jced.9b00633.json,"[3, 4]","[1, 1]",3558
353.15,101.3,CCCC(=O)C,0.8061,0.0076,O,0.19389999999999996,0.9924,10.1021/acs.jced.9b00633,https://trc.nist.gov/ThermoML/10.1021/acs.jced.9b00633.json,"[3, 4]","[2, 2]",3559
313.15,100.0,CC(C)OC(=O)C,0.8822,0.0031,O,0.11780000000000002,0.9969,10.1021/acs.jced.9b00595,https://trc.nist.gov/ThermoML/10.1021/acs.jced.9b00595.json,"[5, 4]","[0, 0]",3560
298.2,101.3,CCC(C)OC(=O)C,0.952,0.018,C(CO)O,0.04800000000000004,0.982,10.1021/acs.jced.9b00103,https://trc.nist.gov/ThermoML/10.1021/acs.jced.9b00103.json,"[1, 2]","[0, 0]",3561
308.2,101.3,CCC(C)OC(=O)C,0.936,0.02,C(CO)O,0.06399999999999995,0.98,10.1021/acs.jced.9b00103,https://trc.nist.gov/ThermoML/10.1021/acs.jced.9b00103.json,"[1, 2]","[2, 2]",3562
318.2,101.3,CCC(C)OC(=O)C,0.928,0.021,C(CO)O,0.07199999999999995,0.979,10.1021/acs.jced.9b00103,https://trc.nist.gov/ThermoML/10.1021/acs.jced.9b00103.json,"[1, 2]","[1, 1]",3563
283.0,101.3,COC(C(C(F)(F)F)(F)F)(F)F,0.173,0.997,CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.827,0.0030000000000000027,10.1021/je700365z,https://trc.nist.gov/ThermoML/10.1021/je700365z.json,"[4, 5]","[0, 0]",3564
294.9,101.3,COC(C(C(F)(F)F)(F)F)(F)F,0.18,0.999,CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.8200000000000001,0.0010000000000000009,10.1021/je700365z,https://trc.nist.gov/ThermoML/10.1021/je700365z.json,"[4, 5]","[1, 1]",3565
303.4,101.3,COC(C(C(F)(F)F)(F)F)(F)F,0.183,0.998,CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.817,0.0020000000000000018,10.1021/je700365z,https://trc.nist.gov/ThermoML/10.1021/je700365z.json,"[4, 5]","[2, 2]",3566
313.7,101.3,COC(C(C(F)(F)F)(F)F)(F)F,0.19,0.997,CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.81,0.0030000000000000027,10.1021/je700365z,https://trc.nist.gov/ThermoML/10.1021/je700365z.json,"[4, 5]","[3, 3]",3567
323.7,101.3,COC(C(C(F)(F)F)(F)F)(F)F,0.191,0.997,CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.8089999999999999,0.0030000000000000027,10.1021/je700365z,https://trc.nist.gov/ThermoML/10.1021/je700365z.json,"[4, 5]","[4, 4]",3568
333.0,101.3,COC(C(C(F)(F)F)(F)F)(F)F,0.193,0.997,CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.8069999999999999,0.0030000000000000027,10.1021/je700365z,https://trc.nist.gov/ThermoML/10.1021/je700365z.json,"[4, 5]","[5, 5]",3569
283.0,101.3,COC(C(C(F)(F)F)(C(F)(F)F)F)(F)F,0.104,0.998,CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.896,0.0020000000000000018,10.1021/je700365z,https://trc.nist.gov/ThermoML/10.1021/je700365z.json,"[8, 9]","[0, 0]",3570
297.1,101.3,COC(C(C(F)(F)F)(C(F)(F)F)F)(F)F,0.104,0.996,CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.896,0.0040000000000000036,10.1021/je700365z,https://trc.nist.gov/ThermoML/10.1021/je700365z.json,"[8, 9]","[1, 1]",3571
303.4,101.3,COC(C(C(F)(F)F)(C(F)(F)F)F)(F)F,0.108,0.996,CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.892,0.0040000000000000036,10.1021/je700365z,https://trc.nist.gov/ThermoML/10.1021/je700365z.json,"[8, 9]","[2, 2]",3572
313.7,101.3,COC(C(C(F)(F)F)(C(F)(F)F)F)(F)F,0.112,0.995,CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.888,0.0050000000000000044,10.1021/je700365z,https://trc.nist.gov/ThermoML/10.1021/je700365z.json,"[8, 9]","[3, 3]",3573
323.7,101.3,COC(C(C(F)(F)F)(C(F)(F)F)F)(F)F,0.115,0.995,CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.885,0.0050000000000000044,10.1021/je700365z,https://trc.nist.gov/ThermoML/10.1021/je700365z.json,"[8, 9]","[4, 4]",3574
333.1,101.3,COC(C(C(F)(F)F)(C(F)(F)F)F)(F)F,0.119,0.996,CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.881,0.0040000000000000036,10.1021/je700365z,https://trc.nist.gov/ThermoML/10.1021/je700365z.json,"[8, 9]","[5, 5]",3575
283.1,101.3,CCOC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.069,0.995,CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.931,0.0050000000000000044,10.1021/je700365z,https://trc.nist.gov/ThermoML/10.1021/je700365z.json,"[12, 13]","[0, 0]",3576
297.2,101.3,CCOC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.073,1.0,CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.927,0.0,10.1021/je700365z,https://trc.nist.gov/ThermoML/10.1021/je700365z.json,"[12, 13]","[1, 1]",3577
303.4,101.3,CCOC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.074,0.996,CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.926,0.0040000000000000036,10.1021/je700365z,https://trc.nist.gov/ThermoML/10.1021/je700365z.json,"[12, 13]","[2, 2]",3578
313.7,101.3,CCOC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.075,1.0,CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.925,0.0,10.1021/je700365z,https://trc.nist.gov/ThermoML/10.1021/je700365z.json,"[12, 13]","[3, 3]",3579
323.8,101.3,CCOC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.08,0.997,CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.92,0.0030000000000000027,10.1021/je700365z,https://trc.nist.gov/ThermoML/10.1021/je700365z.json,"[12, 13]","[4, 4]",3580
333.1,101.3,CCOC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.081,1.0,CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.919,0.0,10.1021/je700365z,https://trc.nist.gov/ThermoML/10.1021/je700365z.json,"[12, 13]","[5, 5]",3581
283.1,101.3,COC(F)(C(F)(F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,0.999,0.028,CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0010000000000000009,0.972,10.1021/je700365z,https://trc.nist.gov/ThermoML/10.1021/je700365z.json,"[16, 17]","[0, 0]",3582
296.6,101.3,COC(F)(C(F)(F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,1.0,0.029,CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0,0.971,10.1021/je700365z,https://trc.nist.gov/ThermoML/10.1021/je700365z.json,"[16, 17]","[1, 1]",3583
303.5,101.3,COC(F)(C(F)(F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,1.0,0.029,CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0,0.971,10.1021/je700365z,https://trc.nist.gov/ThermoML/10.1021/je700365z.json,"[16, 17]","[2, 2]",3584
313.1,101.3,COC(F)(C(F)(F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,0.999,0.038,CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0010000000000000009,0.962,10.1021/je700365z,https://trc.nist.gov/ThermoML/10.1021/je700365z.json,"[16, 17]","[3, 3]",3585
322.8,101.3,COC(F)(C(F)(F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,0.999,0.048,CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0010000000000000009,0.952,10.1021/je700365z,https://trc.nist.gov/ThermoML/10.1021/je700365z.json,"[16, 17]","[4, 4]",3586
333.3,101.3,COC(F)(C(F)(F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,0.999,0.036,CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0010000000000000009,0.964,10.1021/je700365z,https://trc.nist.gov/ThermoML/10.1021/je700365z.json,"[16, 17]","[5, 5]",3587
277.61,101.0,CCCCCCCCCC,0.652,0.101,COC(=O)OC,0.348,0.899,10.1021/je800787t,https://trc.nist.gov/ThermoML/10.1021/je800787t.json,"[6, 7]","[0, 0]",3588
279.174,101.0,CCCCCCCCCC,0.629,0.109,COC(=O)OC,0.371,0.891,10.1021/je800787t,https://trc.nist.gov/ThermoML/10.1021/je800787t.json,"[6, 7]","[1, 1]",3589
280.775,101.0,CCCCCCCCCC,0.603,0.121,COC(=O)OC,0.397,0.879,10.1021/je800787t,https://trc.nist.gov/ThermoML/10.1021/je800787t.json,"[6, 7]","[2, 2]",3590
281.436,101.0,CCCCCCCCCC,0.589,0.126,COC(=O)OC,0.41100000000000003,0.874,10.1021/je800787t,https://trc.nist.gov/ThermoML/10.1021/je800787t.json,"[6, 7]","[3, 3]",3591
282.444,101.0,CCCCCCCCCC,0.5680000000000001,0.134,COC(=O)OC,0.43199999999999994,0.866,10.1021/je800787t,https://trc.nist.gov/ThermoML/10.1021/je800787t.json,"[6, 7]","[4, 4]",3592
283.308,101.0,CCCCCCCCCC,0.5509999999999999,0.144,COC(=O)OC,0.44900000000000007,0.856,10.1021/je800787t,https://trc.nist.gov/ThermoML/10.1021/je800787t.json,"[6, 7]","[5, 5]",3593
284.007,101.0,CCCCCCCCCC,0.532,0.152,COC(=O)OC,0.46799999999999997,0.848,10.1021/je800787t,https://trc.nist.gov/ThermoML/10.1021/je800787t.json,"[6, 7]","[6, 6]",3594
284.655,101.0,CCCCCCCCCC,0.511,0.161,COC(=O)OC,0.489,0.839,10.1021/je800787t,https://trc.nist.gov/ThermoML/10.1021/je800787t.json,"[6, 7]","[7, 7]",3595
285.233,101.0,CCCCCCCCCC,0.492,0.173,COC(=O)OC,0.508,0.827,10.1021/je800787t,https://trc.nist.gov/ThermoML/10.1021/je800787t.json,"[6, 7]","[8, 8]",3596
285.636,101.0,CCCCCCCCCC,0.476,0.181,COC(=O)OC,0.524,0.819,10.1021/je800787t,https://trc.nist.gov/ThermoML/10.1021/je800787t.json,"[6, 7]","[9, 9]",3597
285.921,101.0,CCCCCCCCCC,0.464,0.1889999999999999,COC(=O)OC,0.536,0.8110000000000002,10.1021/je800787t,https://trc.nist.gov/ThermoML/10.1021/je800787t.json,"[6, 7]","[10, 10]",3598
286.108,101.0,CCCCCCCCCC,0.453,0.194,COC(=O)OC,0.5469999999999999,0.806,10.1021/je800787t,https://trc.nist.gov/ThermoML/10.1021/je800787t.json,"[6, 7]","[11, 11]",3599
286.217,101.0,CCCCCCCCCC,0.45,0.199,COC(=O)OC,0.55,0.8009999999999999,10.1021/je800787t,https://trc.nist.gov/ThermoML/10.1021/je800787t.json,"[6, 7]","[12, 12]",3600
286.322,101.0,CCCCCCCCCC,0.4429999999999999,0.203,COC(=O)OC,0.5570000000000002,0.7969999999999999,10.1021/je800787t,https://trc.nist.gov/ThermoML/10.1021/je800787t.json,"[6, 7]","[13, 13]",3601
286.415,101.0,CCCCCCCCCC,0.4399999999999999,0.208,COC(=O)OC,0.56,0.792,10.1021/je800787t,https://trc.nist.gov/ThermoML/10.1021/je800787t.json,"[6, 7]","[14, 14]",3602
286.501,101.0,CCCCCCCCCC,0.431,0.212,COC(=O)OC,0.569,0.788,10.1021/je800787t,https://trc.nist.gov/ThermoML/10.1021/je800787t.json,"[6, 7]","[15, 15]",3603
286.581,101.0,CCCCCCCCCC,0.427,0.214,COC(=O)OC,0.573,0.786,10.1021/je800787t,https://trc.nist.gov/ThermoML/10.1021/je800787t.json,"[6, 7]","[16, 16]",3604
286.654,101.0,CCCCCCCCCC,0.42,0.221,COC(=O)OC,0.5800000000000001,0.779,10.1021/je800787t,https://trc.nist.gov/ThermoML/10.1021/je800787t.json,"[6, 7]","[17, 17]",3605
286.719,101.0,CCCCCCCCCC,0.414,0.225,COC(=O)OC,0.5860000000000001,0.775,10.1021/je800787t,https://trc.nist.gov/ThermoML/10.1021/je800787t.json,"[6, 7]","[18, 18]",3606
286.776,101.0,CCCCCCCCCC,0.407,0.229,COC(=O)OC,0.593,0.771,10.1021/je800787t,https://trc.nist.gov/ThermoML/10.1021/je800787t.json,"[6, 7]","[19, 19]",3607
286.824,101.0,CCCCCCCCCC,0.403,0.232,COC(=O)OC,0.597,0.768,10.1021/je800787t,https://trc.nist.gov/ThermoML/10.1021/je800787t.json,"[6, 7]","[20, 20]",3608
286.867,101.0,CCCCCCCCCC,0.397,0.238,COC(=O)OC,0.603,0.762,10.1021/je800787t,https://trc.nist.gov/ThermoML/10.1021/je800787t.json,"[6, 7]","[21, 21]",3609
286.909,101.0,CCCCCCCCCC,0.392,0.24,COC(=O)OC,0.608,0.76,10.1021/je800787t,https://trc.nist.gov/ThermoML/10.1021/je800787t.json,"[6, 7]","[22, 22]",3610
286.941,101.0,CCCCCCCCCC,0.386,0.244,COC(=O)OC,0.614,0.756,10.1021/je800787t,https://trc.nist.gov/ThermoML/10.1021/je800787t.json,"[6, 7]","[23, 23]",3611
286.969,101.0,CCCCCCCCCC,0.381,0.248,COC(=O)OC,0.619,0.752,10.1021/je800787t,https://trc.nist.gov/ThermoML/10.1021/je800787t.json,"[6, 7]","[24, 24]",3612
286.992,101.0,CCCCCCCCCC,0.377,0.252,COC(=O)OC,0.623,0.748,10.1021/je800787t,https://trc.nist.gov/ThermoML/10.1021/je800787t.json,"[6, 7]","[25, 25]",3613
287.015,101.0,CCCCCCCCCC,0.373,0.257,COC(=O)OC,0.627,0.743,10.1021/je800787t,https://trc.nist.gov/ThermoML/10.1021/je800787t.json,"[6, 7]","[26, 26]",3614
287.037,101.0,CCCCCCCCCC,0.366,0.263,COC(=O)OC,0.634,0.737,10.1021/je800787t,https://trc.nist.gov/ThermoML/10.1021/je800787t.json,"[6, 7]","[27, 27]",3615
287.054,101.0,CCCCCCCCCC,0.362,0.265,COC(=O)OC,0.638,0.735,10.1021/je800787t,https://trc.nist.gov/ThermoML/10.1021/je800787t.json,"[6, 7]","[28, 28]",3616
287.066,101.0,CCCCCCCCCC,0.358,0.269,COC(=O)OC,0.642,0.731,10.1021/je800787t,https://trc.nist.gov/ThermoML/10.1021/je800787t.json,"[6, 7]","[29, 29]",3617
287.076,101.0,CCCCCCCCCC,0.351,0.275,COC(=O)OC,0.649,0.725,10.1021/je800787t,https://trc.nist.gov/ThermoML/10.1021/je800787t.json,"[6, 7]","[30, 30]",3618
287.088,101.0,CCCCCCCCCC,0.342,0.281,COC(=O)OC,0.6579999999999999,0.719,10.1021/je800787t,https://trc.nist.gov/ThermoML/10.1021/je800787t.json,"[6, 7]","[31, 31]",3619
287.096,101.0,CCCCCCCCCC,0.338,0.287,COC(=O)OC,0.6619999999999999,0.7130000000000001,10.1021/je800787t,https://trc.nist.gov/ThermoML/10.1021/je800787t.json,"[6, 7]","[32, 32]",3620
297.965,101.0,COC(=O)OC,0.467,0.938,CCCCCCCCCCCCCC,0.5329999999999999,0.062000000000000055,10.1021/je800787t,https://trc.nist.gov/ThermoML/10.1021/je800787t.json,"[11, 12]","[0, 0]",3621
299.162,101.0,COC(=O)OC,0.483,0.934,CCCCCCCCCCCCCC,0.517,0.06599999999999995,10.1021/je800787t,https://trc.nist.gov/ThermoML/10.1021/je800787t.json,"[11, 12]","[1, 1]",3622
300.39,101.0,COC(=O)OC,0.503,0.928,CCCCCCCCCCCCCC,0.497,0.07199999999999995,10.1021/je800787t,https://trc.nist.gov/ThermoML/10.1021/je800787t.json,"[11, 12]","[2, 2]",3623
301.595,101.0,COC(=O)OC,0.522,0.922,CCCCCCCCCCCCCC,0.478,0.07799999999999996,10.1021/je800787t,https://trc.nist.gov/ThermoML/10.1021/je800787t.json,"[11, 12]","[3, 3]",3624
302.799,101.0,COC(=O)OC,0.545,0.914,CCCCCCCCCCCCCC,0.45499999999999996,0.08599999999999997,10.1021/je800787t,https://trc.nist.gov/ThermoML/10.1021/je800787t.json,"[11, 12]","[4, 4]",3625
303.811,101.0,COC(=O)OC,0.566,0.907,CCCCCCCCCCCCCC,0.43400000000000005,0.09299999999999997,10.1021/je800787t,https://trc.nist.gov/ThermoML/10.1021/je800787t.json,"[11, 12]","[5, 5]",3626
304.602,101.0,COC(=O)OC,0.584,0.9,CCCCCCCCCCCCCC,0.41600000000000004,0.09999999999999998,10.1021/je800787t,https://trc.nist.gov/ThermoML/10.1021/je800787t.json,"[11, 12]","[6, 6]",3627
305.256,101.0,COC(=O)OC,0.601,0.892,CCCCCCCCCCCCCC,0.399,0.10799999999999998,10.1021/je800787t,https://trc.nist.gov/ThermoML/10.1021/je800787t.json,"[11, 12]","[7, 7]",3628
305.857,101.0,COC(=O)OC,0.619,0.885,CCCCCCCCCCCCCC,0.381,0.11499999999999999,10.1021/je800787t,https://trc.nist.gov/ThermoML/10.1021/je800787t.json,"[11, 12]","[8, 8]",3629
306.259,101.0,COC(=O)OC,0.632,0.877,CCCCCCCCCCCCCC,0.368,0.123,10.1021/je800787t,https://trc.nist.gov/ThermoML/10.1021/je800787t.json,"[11, 12]","[9, 9]",3630
306.559,101.0,COC(=O)OC,0.645,0.871,CCCCCCCCCCCCCC,0.355,0.129,10.1021/je800787t,https://trc.nist.gov/ThermoML/10.1021/je800787t.json,"[11, 12]","[10, 10]",3631
306.765,101.0,COC(=O)OC,0.653,0.866,CCCCCCCCCCCCCC,0.347,0.134,10.1021/je800787t,https://trc.nist.gov/ThermoML/10.1021/je800787t.json,"[11, 12]","[11, 11]",3632
306.924,101.0,COC(=O)OC,0.663,0.861,CCCCCCCCCCCCCC,0.33699999999999997,0.139,10.1021/je800787t,https://trc.nist.gov/ThermoML/10.1021/je800787t.json,"[11, 12]","[12, 12]",3633
307.075,101.0,COC(=O)OC,0.671,0.857,CCCCCCCCCCCCCC,0.32899999999999996,0.14300000000000002,10.1021/je800787t,https://trc.nist.gov/ThermoML/10.1021/je800787t.json,"[11, 12]","[13, 13]",3634
307.188,101.0,COC(=O)OC,0.678,0.853,CCCCCCCCCCCCCC,0.32199999999999995,0.14700000000000002,10.1021/je800787t,https://trc.nist.gov/ThermoML/10.1021/je800787t.json,"[11, 12]","[14, 14]",3635
